"Date","Time","Cloud Condition","Rain Condition","Brightness Condition","Cloud Value","Cloud Sensor Temperature","Rain Value","Brightness Value","Ambient Temperature","Rain Heating Percentage","Rain Sensor Temperature","Heating Status","Switch Status","Read Cycle","Timeout Errors","Safe Status","Wind Condition","Wind Value",
"2017-11-05","01:13:01","Clear","Dry","Dark","-29.4","9.8","2432","57232","9.8","14%","14.5","","Opened","2.714","1","Safe","Calm","0.0",
"2017-11-05","01:13:16","Clear","Dry","Dark","-29.7","9.9","2432","57232","9.9","14%","14.5","Heating UP","Opened","2.656","1","Safe","Calm","0.0",
"2017-11-05","01:13:31","Clear","Dry","Dark","-29.9","9.9","2406","57232","9.9","15%","14.7","","Opened","2.656","1","Safe","Calm","0.0",
"2017-11-05","01:13:46","Clear","Dry","Dark","-29.8","9.9","2406","57232","9.9","15%","14.9","","Opened","2.641","1","Safe","Calm","0.0",
"2017-11-05","01:14:01","Clear","Dry","Dark","-30.2","9.9","2407","57232","9.9","15%","15.0","","Opened","2.643","1","Safe","Calm","0.0",
"2017-11-05","01:14:16","Clear","Dry","Dark","-30.1","9.9","2406","57232","9.9","15%","15.1","","Opened","2.645","1","Safe","Calm","0.0",
"2017-11-05","01:14:31","Clear","Dry","Dark","-30.1","9.9","2406","57232","9.9","15%","15.1","","Opened","2.738","1","Safe","Calm","0.0",
"2017-11-05","01:14:46","Clear","Dry","Dark","-30.3","9.9","2406","57232","9.9","15%","15.2","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:15:01","Clear","Dry","Dark","-30.3","10.0","2407","57232","10.0","15%","15.2","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:15:16","Clear","Dry","Dark","-30.4","10.0","2406","57232","10.0","15%","15.3","Heating DOWN","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:15:31","Clear","Dry","Dark","-30.4","9.9","2432","57232","9.9","14%","15.4","Heating DOWN","Opened","2.640","1","Safe","Calm","0.0",
"2017-11-05","01:15:46","Clear","Dry","Dark","-30.3","10.0","2432","57232","10.0","13%","15.4","Heating DOWN","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-05","01:16:01","Clear","Dry","Dark","-30.4","9.9","2432","57232","9.9","12%","15.4","Heating DOWN","Opened","2.743","1","Safe","Calm","0.0",
"2017-11-05","01:16:16","Clear","Dry","Dark","-30.4","10.0","2406","57232","10.0","11%","15.3","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:16:31","Clear","Dry","Dark","-30.5","9.9","2406","57232","9.9","11%","15.1","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-05","01:16:46","Clear","Dry","Dark","-30.4","9.9","2406","57232","9.9","11%","15.0","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-05","01:17:01","Clear","Dry","Dark","-30.4","9.9","2406","57232","9.9","11%","14.8","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:17:16","Clear","Dry","Dark","-30.3","10.0","2406","57232","10.0","11%","14.6","Heating UP","Opened","2.643","1","Safe","Calm","0.0",
"2017-11-05","01:17:31","Clear","Dry","Dark","-30.5","10.0","2432","57232","10.0","12%","14.6","Heating UP","Opened","2.719","1","Safe","Calm","0.0",
"2017-11-05","01:17:46","Clear","Dry","Dark","-30.8","10.0","2432","57232","10.0","13%","14.6","Heating UP","Opened","2.641","1","Safe","Calm","0.0",
"2017-11-05","01:18:01","Clear","Dry","Dark","-30.6","10.0","2432","57232","10.0","14%","14.5","Heating UP","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-05","01:18:16","Clear","Dry","Dark","-30.5","10.0","2407","57232","10.0","15%","14.6","","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-05","01:18:31","Clear","Dry","Dark","-30.6","10.0","2406","57232","10.0","15%","14.7","","Opened","2.655","1","Safe","Calm","0.0",
"2017-11-05","01:18:46","Clear","Dry","Dark","-30.5","10.0","2406","57232","10.0","15%","14.9","","Opened","2.645","1","Safe","Calm","0.0",
"2017-11-05","01:19:01","Clear","Dry","Dark","-30.5","10.0","2406","57232","10.0","15%","15.0","","Opened","2.718","1","Safe","Calm","0.0",
"2017-11-05","01:19:16","Clear","Dry","Dark","-30.6","10.0","2406","57232","10.0","15%","15.4","Heating DOWN","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:19:31","Clear","Dry","Dark","-30.7","10.0","2432","57232","10.0","14%","15.5","Heating DOWN","Opened","2.653","1","Safe","Calm","0.0",
"2017-11-05","01:19:46","Clear","Dry","Dark","-30.5","10.0","2432","57232","10.0","13%","15.6","Heating DOWN","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:20:01","Clear","Dry","Dark","-30.3","10.0","2406","57232","10.0","11%","15.5","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:20:16","Clear","Dry","Dark","-30.2","10.0","2406","57232","10.0","11%","15.3","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:20:31","Clear","Dry","Dark","-30.4","10.0","2407","57232","10.0","11%","15.2","","Opened","2.706","1","Safe","Calm","0.0",
"2017-11-05","01:20:46","Clear","Dry","Dark","-30.3","10.0","2406","57232","10.0","11%","15.2","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-05","01:21:01","Clear","Dry","Dark","-30.6","10.0","2405","57232","10.0","11%","15.3","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-05","01:21:16","Clear","Dry","Dark","-30.6","9.9","2404","57232","9.9","10%","15.2","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-05","01:21:31","Clear","Dry","Dark","-30.3","9.9","2403","57232","9.9","10%","15.1","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:21:46","Clear","Dry","Dark","-30.3","9.9","2403","57232","9.9","10%","14.9","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-05","01:22:01","Clear","Dry","Dark","-30.4","9.9","2403","57232","9.9","10%","14.8","","Opened","2.742","1","Safe","Calm","0.0",
"2017-11-05","01:22:16","Clear","Dry","Dark","-30.4","9.9","2403","57232","9.9","10%","14.8","","Opened","2.629","1","Safe","Calm","0.0",
"2017-11-05","01:22:31","Clear","Dry","Dark","-30.4","9.9","2403","57232","9.9","10%","14.6","","Opened","2.641","1","Safe","Calm","0.0",
"2017-11-05","01:22:46","Clear","Dry","Dark","-30.4","9.9","2403","57232","9.9","10%","14.5","Heating UP","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:23:01","Clear","Dry","Dark","-30.4","9.8","2406","57232","9.8","11%","14.6","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:23:16","Clear","Dry","Dark","-30.6","9.8","2405","57232","9.8","11%","14.6","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-05","01:23:31","Clear","Dry","Dark","-30.7","9.8","2407","57232","9.8","11%","14.5","Heating UP","Opened","2.696","1","Safe","Calm","0.0",
"2017-11-05","01:23:46","Clear","Dry","Dark","-30.7","9.8","2432","57232","9.8","12%","14.5","","Opened","2.640","1","Safe","Calm","0.0",
"2017-11-05","01:24:01","Clear","Dry","Dark","-30.7","9.8","2432","57232","9.8","12%","14.6","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-05","01:24:16","Clear","Dry","Dark","-30.7","9.8","2432","57232","9.8","12%","14.5","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-05","01:24:31","Clear","Dry","Dark","-30.8","9.8","2432","57232","9.8","12%","14.6","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:24:46","Clear","Dry","Dark","-30.8","9.7","2432","57232","9.7","12%","14.6","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-05","01:25:01","Clear","Dry","Dark","-31.2","9.7","2432","57232","9.7","12%","14.5","","Opened","2.761","1","Safe","Calm","0.0",
"2017-11-05","01:25:16","Clear","Dry","Dark","-31.2","9.7","2432","57232","9.7","12%","14.7","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-05","01:25:31","Clear","Dry","Dark","-31.2","9.6","2432","57232","9.6","12%","14.7","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-05","01:25:46","Clear","Dry","Dark","-31.4","9.6","2432","57232","9.6","12%","14.7","","Opened","2.628","1","Safe","Calm","0.0",
"2017-11-05","01:26:01","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","12%","14.7","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-05","01:26:16","Clear","Dry","Dark","-31.0","9.6","2432","57232","9.6","12%","14.8","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:26:31","Clear","Dry","Dark","-31.2","9.6","2432","57232","9.6","12%","14.8","","Opened","2.752","1","Safe","Calm","0.0",
"2017-11-05","01:26:46","Clear","Dry","Dark","-31.3","9.5","2432","57232","9.5","12%","14.9","Heating DOWN","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-05","01:27:01","Clear","Dry","Dark","-31.3","9.5","2406","57232","9.5","11%","14.9","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-05","01:27:16","Clear","Dry","Dark","-31.0","9.5","2403","57232","9.5","10%","14.9","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-05","01:27:31","Clear","Dry","Dark","-31.1","9.4","2403","57232","9.4","10%","14.9","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-05","01:27:46","Clear","Dry","Dark","-30.9","9.4","2404","57232","9.4","10%","14.8","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-05","01:28:01","Clear","Dry","Dark","-30.8","9.4","2403","57232","9.4","10%","14.5","","Opened","2.759","1","Safe","Calm","0.0",
"2017-11-05","01:28:16","Clear","Dry","Dark","-30.9","9.4","2404","57232","9.4","10%","14.3","","Opened","2.628","1","Safe","Calm","0.0",
"2017-11-05","01:28:31","Clear","Dry","Dark","-30.8","9.4","2404","57232","9.4","10%","14.2","","Opened","2.643","1","Safe","Calm","0.0",
"2017-11-05","01:28:46","Clear","Dry","Dark","-30.8","9.5","2404","57232","9.5","10%","14.1","Heating UP","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:29:01","Clear","Dry","Dark","-30.9","9.5","2406","57232","9.5","11%","14.1","Heating UP","Opened","2.629","1","Safe","Calm","0.0",
"2017-11-05","01:29:16","Clear","Dry","Dark","-30.9","9.5","2432","57232","9.5","12%","14.1","Heating UP","Opened","2.640","1","Safe","Calm","0.0",
"2017-11-05","01:29:31","Clear","Dry","Dark","-30.9","9.5","2432","57232","9.5","13%","14.2","","Opened","2.704","1","Safe","Calm","0.0",
"2017-11-05","01:29:46","Clear","Dry","Dark","-30.9","9.5","2432","57232","9.5","13%","14.3","","Opened","2.629","1","Safe","Calm","0.0",
"2017-11-05","01:30:01","Clear","Dry","Dark","-30.8","9.5","2432","57232","9.5","13%","14.4","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:30:16","Clear","Dry","Dark","-30.9","9.5","2432","57232","9.5","13%","14.4","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:30:31","Clear","Dry","Dark","-30.9","9.5","2432","57232","9.5","13%","14.5","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:30:46","Clear","Dry","Dark","-30.9","9.5","2432","57232","9.5","13%","14.5","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:31:01","Clear","Dry","Dark","-30.9","9.5","2432","57232","9.5","13%","14.6","","Opened","2.707","1","Safe","Calm","0.0",
"2017-11-05","01:31:16","Clear","Dry","Dark","-31.0","9.5","2432","57232","9.5","13%","14.6","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-05","01:31:31","Clear","Dry","Dark","-31.0","9.5","2432","57232","9.5","13%","14.7","","Opened","2.646","1","Safe","Calm","0.0",
"2017-11-05","01:31:46","Clear","Dry","Dark","-30.9","9.5","2432","57232","9.5","13%","14.7","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-05","01:32:01","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","13%","14.7","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:32:16","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","13%","14.7","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:32:31","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","13%","14.7","","Opened","2.724","1","Safe","Calm","0.0",
"2017-11-05","01:32:46","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","13%","14.7","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-05","01:33:01","Clear","Dry","Dark","-30.8","9.6","2432","57232","9.6","13%","14.7","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:33:16","Clear","Dry","Dark","-30.8","9.6","2431","57232","9.6","13%","14.7","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-05","01:33:31","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","13%","14.8","","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-05","01:33:46","Clear","Dry","Dark","-30.8","9.6","2432","57232","9.6","13%","14.9","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:34:01","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","13%","14.8","","Opened","2.838","1","Safe","Calm","0.0",
"2017-11-05","01:34:16","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","13%","14.8","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:34:31","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","13%","14.8","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-05","01:34:46","Clear","Dry","Dark","-31.0","9.6","2432","57232","9.6","13%","14.7","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-05","01:35:01","Clear","Dry","Dark","-31.0","9.6","2432","57232","9.6","13%","14.7","","Opened","2.640","1","Safe","Calm","0.0",
"2017-11-05","01:35:16","Clear","Dry","Dark","-31.1","9.6","2432","57232","9.6","13%","14.7","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:35:31","Clear","Dry","Dark","-30.8","9.6","2432","57232","9.6","13%","14.7","","Opened","2.725","1","Safe","Calm","0.0",
"2017-11-05","01:35:46","Clear","Dry","Dark","-31.0","9.6","2432","57232","9.6","13%","14.7","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-05","01:36:01","Clear","Dry","Dark","-30.9","9.6","2432","57232","9.6","13%","14.7","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:36:16","Clear","Dry","Dark","-30.8","9.7","2432","57232","9.7","13%","14.7","","Opened","2.658","1","Safe","Calm","0.0",
"2017-11-05","01:36:31","Clear","Dry","Dark","-30.7","9.7","2432","57232","9.7","13%","14.6","","Opened","2.668","1","Safe","Calm","0.0",
"2017-11-05","01:36:46","Clear","Dry","Dark","-30.6","9.7","2432","57232","9.7","13%","14.6","","Opened","2.640","1","Safe","Calm","0.0",
"2017-11-05","01:37:01","Clear","Dry","Dark","-30.9","9.7","2432","57232","9.7","13%","14.6","","Opened","2.720","1","Safe","Calm","0.0",
"2017-11-05","01:37:16","Clear","Dry","Dark","-31.0","9.7","2432","57232","9.7","13%","14.7","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:37:31","Clear","Dry","Dark","-30.8","9.7","2432","57232","9.7","13%","14.8","","Opened","2.641","1","Safe","Calm","0.0",
"2017-11-05","01:37:46","Clear","Dry","Dark","-30.8","9.7","2432","57232","9.7","13%","15.0","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:38:01","Clear","Dry","Dark","-31.1","9.6","2432","57232","9.6","13%","15.2","Heating DOWN","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-05","01:38:16","Clear","Dry","Dark","-31.1","9.6","2406","57232","9.6","11%","15.2","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:38:31","Clear","Dry","Dark","-31.0","9.6","2403","57232","9.6","10%","15.2","","Opened","2.722","1","Safe","Calm","0.0",
"2017-11-05","01:38:46","Clear","Dry","Dark","-30.8","9.5","2403","57232","9.5","10%","15.1","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:39:01","Clear","Dry","Dark","-30.9","9.5","2403","57232","9.5","10%","15.0","","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-05","01:39:16","Clear","Dry","Dark","-30.8","9.5","2403","57232","9.5","10%","15.0","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:39:31","Clear","Dry","Dark","-31.1","9.5","2404","57232","9.5","10%","14.9","","Opened","2.642","1","Safe","Calm","0.0",
"2017-11-05","01:39:46","Clear","Dry","Dark","-31.0","9.4","2404","57232","9.4","10%","14.9","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-05","01:40:01","Clear","Dry","Dark","-30.8","9.4","2403","57232","9.4","10%","14.9","","Opened","2.705","1","Safe","Calm","0.0",
"2017-11-05","01:40:16","Clear","Dry","Dark","-30.5","9.4","2403","57232","9.4","10%","14.6","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-05","01:40:31","Clear","Dry","Dark","-30.4","9.4","2404","57232","9.4","10%","14.4","","Opened","2.642","1","Safe","Calm","0.0",
"2017-11-05","01:40:46","Clear","Dry","Dark","-30.7","9.5","2404","57232","9.5","10%","14.3","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-05","01:41:01","Clear","Dry","Dark","-30.9","9.4","2404","57232","9.4","10%","14.3","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:41:16","Clear","Dry","Dark","-30.7","9.5","2404","57232","9.5","10%","14.2","Heating UP","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:41:31","Clear","Dry","Dark","-30.9","9.5","2406","57232","9.5","11%","14.2","Heating UP","Opened","2.728","1","Safe","Calm","0.0",
"2017-11-05","01:41:46","Clear","Dry","Dark","-31.1","9.4","2432","57232","9.4","12%","14.3","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:42:01","Clear","Dry","Dark","-30.9","9.4","2432","57232","9.4","12%","14.5","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:42:16","Clear","Dry","Dark","-30.9","9.4","2432","57232","9.4","12%","14.5","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:42:31","Clear","Dry","Dark","-30.8","9.4","2432","57232","9.4","12%","14.5","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:42:46","Clear","Dry","Dark","-30.9","9.4","2432","57232","9.4","12%","14.6","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:43:01","Clear","Dry","Dark","-31.1","9.4","2432","57232","9.4","12%","14.6","","Opened","2.764","1","Safe","Calm","0.0",
"2017-11-05","01:43:16","Clear","Dry","Dark","-30.7","9.4","2432","57232","9.4","12%","14.6","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:43:31","Clear","Dry","Dark","-30.7","9.4","2432","57232","9.4","12%","14.5","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:43:46","Clear","Dry","Dark","-30.8","9.4","2432","57232","9.4","12%","14.6","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-05","01:44:01","Clear","Dry","Dark","-30.9","9.4","2432","57232","9.4","12%","14.6","","Opened","2.642","1","Safe","Calm","0.0",
"2017-11-05","01:44:16","Clear","Dry","Dark","-30.9","9.4","2432","57232","9.4","12%","14.5","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:44:31","Clear","Dry","Dark","-30.9","9.4","2432","57232","9.4","12%","14.5","","Opened","2.718","1","Safe","Calm","0.0",
"2017-11-05","01:44:46","Clear","Dry","Dark","-30.7","9.4","2432","57232","9.4","12%","14.4","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:45:01","Clear","Dry","Dark","-30.6","9.5","2432","57232","9.5","12%","14.4","","Opened","2.643","1","Safe","Calm","0.0",
"2017-11-05","01:45:16","Clear","Dry","Dark","-30.8","9.5","2432","57232","9.5","12%","14.4","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-05","01:45:31","Clear","Dry","Dark","-30.9","9.5","2432","57232","9.5","12%","14.3","","Opened","2.629","1","Safe","Calm","0.0",
"2017-11-05","01:45:46","Clear","Dry","Dark","-30.7","9.5","2432","57232","9.5","12%","14.3","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:46:01","Clear","Dry","Dark","-30.7","9.5","2432","57232","9.5","12%","14.3","","Opened","2.711","1","Safe","Calm","0.0",
"2017-11-05","01:46:16","Clear","Dry","Dark","-30.6","9.6","2432","57232","9.6","12%","14.3","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:46:31","Clear","Dry","Dark","-30.7","9.6","2432","57232","9.6","12%","14.3","Heating UP","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-05","01:46:46","Clear","Dry","Dark","-31.1","9.6","2432","57232","9.6","13%","14.3","Heating UP","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:47:01","Clear","Dry","Dark","-31.1","9.6","2432","57232","9.6","14%","14.5","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:47:16","Clear","Dry","Dark","-31.2","9.6","2432","57232","9.6","14%","14.7","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:47:31","Clear","Dry","Dark","-31.0","9.6","2432","57232","9.6","14%","14.8","","Opened","2.815","1","Safe","Calm","0.0",
"2017-11-05","01:47:46","Clear","Dry","Dark","-31.0","9.5","2432","57232","9.5","14%","14.8","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:48:01","Clear","Dry","Dark","-31.0","9.6","2431","57232","9.6","14%","14.8","","Opened","2.655","1","Safe","Calm","0.0",
"2017-11-05","01:48:16","Clear","Dry","Dark","-31.0","9.6","2432","57232","9.6","14%","14.8","","Opened","2.645","1","Safe","Calm","0.0",
"2017-11-05","01:48:31","Clear","Dry","Dark","-31.0","9.6","2432","57232","9.6","14%","14.9","","Opened","2.655","1","Safe","Calm","0.0",
"2017-11-05","01:48:46","Clear","Dry","Dark","-31.1","9.6","2432","57232","9.6","14%","15.0","Heating DOWN","Opened","2.629","1","Safe","Calm","0.0",
"2017-11-05","01:49:01","Clear","Dry","Dark","-31.0","9.6","2432","57232","9.6","13%","15.0","Heating DOWN","Opened","2.706","1","Safe","Calm","0.0",
"2017-11-05","01:49:16","Clear","Dry","Dark","-31.7","9.5","2432","57232","9.5","12%","15.1","","Opened","2.629","1","Safe","Calm","0.0",
"2017-11-05","01:49:31","Clear","Dry","Dark","-31.0","9.5","2403","57232","9.5","10%","15.0","","Opened","2.646","1","Safe","Calm","0.0",
"2017-11-05","01:49:46","Clear","Dry","Dark","-31.2","9.5","2404","57232","9.5","10%","15.0","","Opened","2.647","1","Safe","Calm","0.0",
"2017-11-05","01:50:01","Clear","Dry","Dark","-31.2","9.4","2404","57232","9.4","10%","14.9","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-05","01:50:16","Clear","Dry","Dark","-31.1","9.4","2404","57232","9.4","10%","14.8","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:50:31","Clear","Dry","Dark","-31.1","9.4","2404","57232","9.4","10%","14.8","","Opened","2.715","1","Safe","Calm","0.0",
"2017-11-05","01:50:46","Clear","Dry","Dark","-31.1","9.3","2404","57232","9.3","10%","14.7","","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-05","01:51:01","Clear","Dry","Dark","-31.2","9.3","2404","57232","9.3","10%","14.7","","Opened","2.667","1","Safe","Calm","0.0",
"2017-11-05","01:51:16","Clear","Dry","Dark","-31.0","9.3","2404","57232","9.3","10%","14.5","","Opened","2.643","1","Safe","Calm","0.0",
"2017-11-05","01:51:31","Clear","Dry","Dark","-31.2","9.3","2404","57232","9.3","10%","14.5","","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-05","01:51:46","Clear","Dry","Dark","-31.3","9.2","2403","57232","9.2","10%","14.5","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:52:01","Clear","Dry","Dark","-31.2","9.2","2404","57232","9.2","10%","14.5","","Opened","2.703","1","Safe","Calm","0.0",
"2017-11-05","01:52:16","Clear","Dry","Dark","-31.0","9.2","2404","57232","9.2","10%","14.5","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:52:31","Clear","Dry","Dark","-31.3","9.1","2404","57232","9.1","10%","14.4","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:52:46","Clear","Dry","Dark","-31.3","9.1","2403","57232","9.1","10%","14.4","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:53:01","Clear","Dry","Dark","-30.8","9.1","2404","57232","9.1","10%","14.3","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:53:16","Clear","Dry","Dark","-30.7","9.1","2404","57232","9.1","10%","14.3","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-05","01:53:31","Clear","Dry","Dark","-30.9","9.1","2404","57232","9.1","10%","14.2","","Opened","2.720","1","Safe","Calm","0.0",
"2017-11-05","01:53:46","Clear","Dry","Dark","-31.1","9.1","2404","57232","9.1","10%","14.1","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-05","01:54:01","Clear","Dry","Dark","-30.9","9.0","2404","57232","9.0","10%","14.2","","Opened","2.648","1","Safe","Calm","0.0",
"2017-11-05","01:54:16","Clear","Dry","Dark","-31.0","9.0","2404","57232","9.0","10%","14.2","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-05","01:54:31","Clear","Dry","Dark","-31.0","8.9","2404","57232","8.9","10%","14.2","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-05","01:54:46","Clear","Dry","Dark","-31.1","8.9","2404","57232","8.9","10%","14.2","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-05","01:55:01","Clear","Dry","Dark","-31.0","8.9","2404","57232","8.9","10%","14.2","","Opened","2.725","1","Safe","Calm","0.0",
"2017-11-05","01:55:16","Clear","Dry","Dark","-30.9","8.9","2404","57232","8.9","10%","14.2","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-05","01:55:31","Clear","Dry","Dark","-30.9","8.9","2404","57232","8.9","10%","14.2","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:55:46","Clear","Dry","Dark","-30.8","8.8","2404","57232","8.8","10%","14.2","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-05","01:56:01","Clear","Dry","Dark","-30.5","8.8","2404","57232","8.8","10%","14.1","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-05","01:56:16","Clear","Dry","Dark","-30.7","8.8","2404","57232","8.8","10%","14.1","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-05","01:56:31","Clear","Dry","Dark","-30.8","8.8","2404","57232","8.8","10%","14.1","","Opened","2.728","1","Safe","Calm","0.0",
"2017-11-05","01:56:46","Clear","Dry","Dark","-30.8","8.8","2404","57232","8.8","10%","14.1","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:57:01","Clear","Dry","Dark","-30.5","8.8","2404","57232","8.8","10%","14.0","","Opened","2.640","1","Safe","Calm","0.0",
"2017-11-05","01:57:16","Clear","Dry","Dark","-30.5","8.8","2404","57232","8.8","10%","13.9","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-05","01:57:31","Clear","Dry","Dark","-30.7","8.8","2404","57232","8.8","10%","13.9","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-05","01:57:46","Clear","Dry","Dark","-30.9","8.8","2404","57232","8.8","10%","13.9","","Opened","2.631","1","Safe","Calm","0.0",
